date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:38:58	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:08:52%20GMT	https://demo.opencart.com/index.php?route=account/account	D:/redeem/demo.opencart.com/index839c.php	(from https://demo.opencart.com/)
16:39:00	15363/15363	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:08:53%20GMT	https://demo.opencart.com/index.php?route=account/login	D:/redeem/demo.opencart.com/indexe223.html	(from https://demo.opencart.com/)
16:39:01	20722/20722	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:08:54%20GMT	https://demo.opencart.com/index.php?route=account/register	D:/redeem/demo.opencart.com/index5502.html	(from https://demo.opencart.com/)
16:39:02	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:08:55%20GMT	https://demo.opencart.com/index.php?route=account/wishlist	D:/redeem/demo.opencart.com/index4628.php	(from https://demo.opencart.com/)
16:39:03	12632/12632	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:08:57%20GMT	https://demo.opencart.com/index.php?route=checkout/cart	D:/redeem/demo.opencart.com/index630e.html	(from https://demo.opencart.com/)
16:39:04	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:08:58%20GMT	https://demo.opencart.com/index.php?route=checkout/checkout	D:/redeem/demo.opencart.com/indexf1a8.php	(from https://demo.opencart.com/)
16:39:05	21127/21127	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:08:59%20GMT	https://demo.opencart.com/index.php?route=common/home	D:/redeem/demo.opencart.com/index9328.html	(from https://demo.opencart.com/)
16:39:07	33056/33056	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:00%20GMT	https://demo.opencart.com/index.php?route=product/category&path=20	D:/redeem/demo.opencart.com/index98dc.html	(from https://demo.opencart.com/)
16:39:08	15130/15130	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:01%20GMT	https://demo.opencart.com/index.php?route=product/category&path=20_26	D:/redeem/demo.opencart.com/indexd9fe.html	(from https://demo.opencart.com/)
16:39:09	19280/19280	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:03%20GMT	https://demo.opencart.com/index.php?route=product/category&path=20_27	D:/redeem/demo.opencart.com/indexf345.html	(from https://demo.opencart.com/)
16:39:10	25035/25035	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:04%20GMT	https://demo.opencart.com/index.php?route=product/category&path=18	D:/redeem/demo.opencart.com/index7fa3.html	(from https://demo.opencart.com/)
16:39:12	15157/15157	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:05%20GMT	https://demo.opencart.com/index.php?route=product/category&path=18_46	D:/redeem/demo.opencart.com/index9f41.html	(from https://demo.opencart.com/)
16:39:13	15166/15166	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:06%20GMT	https://demo.opencart.com/index.php?route=product/category&path=18_45	D:/redeem/demo.opencart.com/index8470.html	(from https://demo.opencart.com/)
16:39:14	15936/15936	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:08%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25	D:/redeem/demo.opencart.com/index1647.html	(from https://demo.opencart.com/)
16:39:15	15642/15642	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:09%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25_29	D:/redeem/demo.opencart.com/indexc219.html	(from https://demo.opencart.com/)
16:39:17	21452/21452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:10%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25_28	D:/redeem/demo.opencart.com/indexe177.html	(from https://demo.opencart.com/)
16:39:18	15609/15609	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:11%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25_30	D:/redeem/demo.opencart.com/index68a7.html	(from https://demo.opencart.com/)
16:39:19	15610/15610	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:13%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25_31	D:/redeem/demo.opencart.com/indexf3db.html	(from https://demo.opencart.com/)
16:39:21	15619/15619	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:14%20GMT	https://demo.opencart.com/index.php?route=product/category&path=25_32	D:/redeem/demo.opencart.com/index955a.html	(from https://demo.opencart.com/)
16:39:22	18912/18912	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:15%20GMT	https://demo.opencart.com/index.php?route=product/category&path=57	D:/redeem/demo.opencart.com/index70a9.html	(from https://demo.opencart.com/)
16:39:23	14753/14753	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:17%20GMT	https://demo.opencart.com/index.php?route=product/category&path=17	D:/redeem/demo.opencart.com/indexb152.html	(from https://demo.opencart.com/)
16:39:24	21295/21295	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:18%20GMT	https://demo.opencart.com/index.php?route=product/category&path=24	D:/redeem/demo.opencart.com/indexc957.html	(from https://demo.opencart.com/)
16:39:26	20141/20141	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:20%20GMT	https://demo.opencart.com/index.php?route=product/category&path=33	D:/redeem/demo.opencart.com/index68ea.html	(from https://demo.opencart.com/)
16:39:28	33841/33841	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:21%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34	D:/redeem/demo.opencart.com/index8122.html	(from https://demo.opencart.com/)
16:39:29	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:22%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_43	D:/redeem/demo.opencart.com/index22d5.html	(from https://demo.opencart.com/)
16:39:30	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:24%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_44	D:/redeem/demo.opencart.com/indexa632.html	(from https://demo.opencart.com/)
16:39:31	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:25%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_47	D:/redeem/demo.opencart.com/index509a.html	(from https://demo.opencart.com/)
16:39:32	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:26%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_48	D:/redeem/demo.opencart.com/index7e21.html	(from https://demo.opencart.com/)
16:39:34	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:27%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_49	D:/redeem/demo.opencart.com/index0e62.html	(from https://demo.opencart.com/)
16:39:35	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:28%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_50	D:/redeem/demo.opencart.com/indexf762.html	(from https://demo.opencart.com/)
16:39:36	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:30%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_51	D:/redeem/demo.opencart.com/index6f52.html	(from https://demo.opencart.com/)
16:39:37	17441/17441	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:31%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_52	D:/redeem/demo.opencart.com/indexbe11.html	(from https://demo.opencart.com/)
16:39:38	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:32%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_53	D:/redeem/demo.opencart.com/indexb234.html	(from https://demo.opencart.com/)
16:39:40	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:33%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_54	D:/redeem/demo.opencart.com/indexcd03.html	(from https://demo.opencart.com/)
16:39:41	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:34%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_55	D:/redeem/demo.opencart.com/index000c.html	(from https://demo.opencart.com/)
16:39:42	17455/17455	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:36%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_56	D:/redeem/demo.opencart.com/indexfee0.html	(from https://demo.opencart.com/)
16:39:44	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:37%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_38	D:/redeem/demo.opencart.com/indexd86f.html	(from https://demo.opencart.com/)
16:39:45	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:38%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_37	D:/redeem/demo.opencart.com/index9716.html	(from https://demo.opencart.com/)
16:39:46	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:40%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_39	D:/redeem/demo.opencart.com/index2bab.html	(from https://demo.opencart.com/)
16:39:47	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:41%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_40	D:/redeem/demo.opencart.com/index6493.html	(from https://demo.opencart.com/)
16:39:49	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:42%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_41	D:/redeem/demo.opencart.com/index7fe6.html	(from https://demo.opencart.com/)
16:39:50	17452/17452	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:43%20GMT	https://demo.opencart.com/index.php?route=product/category&path=34_42	D:/redeem/demo.opencart.com/indexd7cc.html	(from https://demo.opencart.com/)
16:39:51	33132/33132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:39:04%20GMT	https://demo.opencart.com/image/cache/catalog/demo/banners/iPhone6-1140x380.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/banners/iPhone6-1140x380.jpg	(from https://demo.opencart.com/)
16:39:51	26430/26430	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:45%20GMT	https://demo.opencart.com/index.php?route=product/product&path=57&product_id=49	D:/redeem/demo.opencart.com/indexedcd.html	(from https://demo.opencart.com/)
16:39:51	128729/128729	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:39:05%20GMT	https://demo.opencart.com/image/cache/catalog/demo/banners/MacBookAir-1140x380.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/banners/MacBookAir-1140x380.jpg	(from https://demo.opencart.com/)
16:39:53	5018/5018	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:38:19%20GMT	https://demo.opencart.com/image/cache/catalog/demo/macbook_1-200x200.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/macbook_1-200x200.jpg	(from https://demo.opencart.com/)
16:39:53	25377/25377	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:46%20GMT	https://demo.opencart.com/index.php?route=product/product&product_id=43	D:/redeem/demo.opencart.com/indexb8ca.html	(from https://demo.opencart.com/)
16:39:54	7916/7916	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:38:18%20GMT	https://demo.opencart.com/image/cache/catalog/demo/iphone_1-200x200.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/iphone_1-200x200.jpg	(from https://demo.opencart.com/)
16:39:55	25954/25954	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:48%20GMT	https://demo.opencart.com/index.php?route=product/product&product_id=40	D:/redeem/demo.opencart.com/index9144.html	(from https://demo.opencart.com/)
16:39:56	6503/6503	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:38:16%20GMT	https://demo.opencart.com/image/cache/catalog/demo/apple_cinema_30-200x200.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/apple_cinema_30-200x200.jpg	(from https://demo.opencart.com/)
16:39:56	38403/38403	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:49%20GMT	https://demo.opencart.com/index.php?route=product/product&product_id=42	D:/redeem/demo.opencart.com/indexbb02.html	(from https://demo.opencart.com/)
16:39:57	8957/8957	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jul%202017%2012:38:17%20GMT	https://demo.opencart.com/image/cache/catalog/demo/canon_eos_5d_1-200x200.jpg	D:/redeem/demo.opencart.com/image/cache/catalog/demo/canon_eos_5d_1-200x200.jpg	(from https://demo.opencart.com/)
16:39:57	24931/24931	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:51%20GMT	https://demo.opencart.com/index.php?route=product/product&product_id=30	D:/redeem/demo.opencart.com/indexf073.html	(from https://demo.opencart.com/)
16:39:57	8154/8154	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:12%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/nfl-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/nfl-130x100.png	(from https://demo.opencart.com/)
16:39:58	4779/4779	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:13%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/redbull-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/redbull-130x100.png	(from https://demo.opencart.com/)
16:39:58	991/991	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:13%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/sony-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/sony-130x100.png	(from https://demo.opencart.com/)
16:39:58	8014/8014	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:10%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/cocacola-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/cocacola-130x100.png	(from https://demo.opencart.com/)
16:39:58	13792/13792	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:09%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/burgerking-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/burgerking-130x100.png	(from https://demo.opencart.com/)
16:39:58	2612/2612	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:09%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/canon-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/canon-130x100.png	(from https://demo.opencart.com/)
16:39:59	12007/12007	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:11%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/harley-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/harley-130x100.png	(from https://demo.opencart.com/)
16:39:59	3151/3151	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:10%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/dell-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/dell-130x100.png	(from https://demo.opencart.com/)
16:39:59	4001/4001	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:11%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/disney-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/disney-130x100.png	(from https://demo.opencart.com/)
16:39:59	12781/12781	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:14%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/starbucks-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/starbucks-130x100.png	(from https://demo.opencart.com/)
16:40:00	3423/3423	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202017%2012:39:12%20GMT	https://demo.opencart.com/image/cache/catalog/demo/manufacturer/nintendo-130x100.png	D:/redeem/demo.opencart.com/image/cache/catalog/demo/manufacturer/nintendo-130x100.png	(from https://demo.opencart.com/)
16:40:01	12527/12527	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:55%20GMT	https://demo.opencart.com/index.php?route=information/information&information_id=4	D:/redeem/demo.opencart.com/index8816.html	(from https://demo.opencart.com/)
16:40:02	12575/12575	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:56%20GMT	https://demo.opencart.com/index.php?route=information/information&information_id=6	D:/redeem/demo.opencart.com/index1766.html	(from https://demo.opencart.com/)
16:40:03	12551/12551	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:57%20GMT	https://demo.opencart.com/index.php?route=information/information&information_id=3	D:/redeem/demo.opencart.com/index1679.html	(from https://demo.opencart.com/)
16:40:05	12583/12583	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:58%20GMT	https://demo.opencart.com/index.php?route=information/information&information_id=5	D:/redeem/demo.opencart.com/index99e4.html	(from https://demo.opencart.com/)
16:40:06	19170/19170	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:09:59%20GMT	https://demo.opencart.com/index.php?route=account/return/add	D:/redeem/demo.opencart.com/index71ba.html	(from https://demo.opencart.com/)
16:40:07	18249/18249	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:10:00%20GMT	https://demo.opencart.com/index.php?route=information/sitemap	D:/redeem/demo.opencart.com/index7cb2.html	(from https://demo.opencart.com/)
16:40:08	13941/13941	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:10:01%20GMT	https://demo.opencart.com/index.php?route=product/manufacturer	D:/redeem/demo.opencart.com/indexd773.html	(from https://demo.opencart.com/)
16:40:09	16618/16618	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:10:03%20GMT	https://demo.opencart.com/index.php?route=account/voucher	D:/redeem/demo.opencart.com/index4dd2.html	(from https://demo.opencart.com/)
16:40:10	15815/15815	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:10:04%20GMT	https://demo.opencart.com/index.php?route=affiliate/login	D:/redeem/demo.opencart.com/index3d18.html	(from https://demo.opencart.com/)
16:40:11	18035/18035	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Feb%202019%2011:10:05%20GMT	https://demo.opencart.com/index.php?route=product/special	D:/redeem/demo.opencart.com/indexf110.html	(from https://demo.opencart.com/)
16:40:12	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:10:06%20GMT	https://demo.opencart.com/index.php?route=account/order	D:/redeem/demo.opencart.com/indexee92.php	(from https://demo.opencart.com/)
16:40:13	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:10:07%20GMT	https://demo.opencart.com/index.php?route=account/wishlist	D:/redeem/demo.opencart.com/index4628.php	(from https://demo.opencart.com/)
16:40:14	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2027%20Feb%202019%2011:10:08%20GMT	https://demo.opencart.com/index.php?route=account/newsletter	D:/redeem/demo.opencart.com/indexb4e9.php	(from https://demo.opencart.com/)
16:40:16	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2005%20Jul%202017%2012:33:15%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:17	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2005%20Jul%202017%2012:33:15%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:19	18028/18028	---M--	200	added ('OK')	text/html	date:Wed,%2005%20Jul%202017%2012:33:17%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff2	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.html	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:21	23424/23424	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2005%20Jul%202017%2012:33:16%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:22	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2005%20Jul%202017%2012:33:16%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:23	109025/109025	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Jul%202017%2012:33:15%20GMT	https://demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/redeem/demo.opencart.com/catalog/view/javascript/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://demo.opencart.com/catalog/view/javascript/bootstrap/css/bootstrap.min.css)
16:40:26	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2005%20Jul%202017%2012:33:31%20GMT	https://demo.opencart.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	D:/redeem/demo.opencart.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://demo.opencart.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
16:40:27	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2005%20Jul%202017%2012:33:31%20GMT	https://demo.opencart.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfont.eot?	D:/redeem/demo.opencart.com/catalog/view/javascript/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://demo.opencart.com/catalog/view/javascript/font-awesome/css/font-awesome.min.css)
